date,borough,complaint_group,request_volume
2022-01-19,Bronx,Street Condition,121
2022-01-19,Bronx,Traffic,325
2022-01-19,Bronx,Water,85
2022-01-19,Brooklyn,Housing,650
2022-01-19,Brooklyn,Noise,240
2022-01-19,Brooklyn,Other,599
2022-01-19,Brooklyn,Public Safety,108
2022-01-19,Brooklyn,Sanitation,182
2022-01-19,Brooklyn,Street Condition,298
2022-01-19,Brooklyn,Traffic,681
2022-01-19,Brooklyn,Water,177
2022-01-19,Manhattan,Housing,555
2022-01-19,Manhattan,Noise,431
2022-01-19,Manhattan,Other,297
2022-01-19,Manhattan,Public Safety,119
2022-01-19,Manhattan,Sanitation,131
2022-01-19,Manhattan,Street Condition,110
2022-01-19,Manhattan,Traffic,251
2022-01-19,Manhattan,Water,43
2022-01-19,Queens,Housing,357
2022-01-19,Queens,Noise,225
2022-01-19,Queens,Other,528
2022-01-19,Queens,Public Safety,49
2022-01-19,Queens,Sanitation,121
2022-01-19,Queens,Street Condition,288
2022-01-19,Queens,Traffic,668
2022-01-19,Queens,Water,118
2022-01-19,Staten Island,Housing,37
2022-01-19,Staten Island,Noise,24
2022-01-19,Staten Island,Other,135
2022-01-19,Staten Island,Public Safety,4
2022-01-19,Staten Island,Sanitation,63
2022-01-19,Staten Island,Street Condition,149
2022-01-19,Staten Island,Traffic,62
2022-01-19,Staten Island,Water,36
2022-01-20,Bronx,Housing,958
2022-01-20,Bronx,Noise,190
2022-01-20,Bronx,Other,143
2022-01-20,Bronx,Public Safety,44
2022-01-20,Bronx,Sanitation,60
2022-01-20,Bronx,Street Condition,128
2022-01-20,Bronx,Traffic,278
2022-01-20,Bronx,Water,90
2022-01-20,Brooklyn,Housing,709
2022-01-20,Brooklyn,Noise,228
2022-01-20,Brooklyn,Other,491
2022-01-20,Brooklyn,Public Safety,72
2022-01-20,Brooklyn,Sanitation,166
2022-01-20,Brooklyn,Street Condition,236
2022-01-20,Brooklyn,Traffic,641
2022-01-20,Brooklyn,Water,125
2022-01-20,Manhattan,Housing,513
2022-01-20,Manhattan,Noise,352
2022-01-20,Manhattan,Other,293
2022-01-20,Manhattan,Public Safety,139
2022-01-20,Manhattan,Sanitation,77
2022-01-20,Manhattan,Street Condition,122
2022-01-20,Manhattan,Traffic,184
2022-01-20,Manhattan,Water,44
2022-01-20,Queens,Housing,405
2022-01-20,Queens,Noise,277
2022-01-20,Queens,Other,445
2022-01-20,Queens,Public Safety,54
2022-01-20,Queens,Sanitation,99
2022-01-20,Queens,Street Condition,237
2022-01-20,Queens,Traffic,515
2022-01-20,Queens,Water,79
2022-01-20,Staten Island,Housing,30
2022-01-20,Staten Island,Noise,31
2022-01-20,Staten Island,Other,111
2022-01-20,Staten Island,Public Safety,7
2022-01-20,Staten Island,Sanitation,51
2022-01-20,Staten Island,Street Condition,69
2022-01-20,Staten Island,Traffic,51
2022-01-20,Staten Island,Water,26
2022-01-21,Bronx,Housing,1609
2022-01-21,Bronx,Noise,210
2022-01-21,Bronx,Other,136
2022-01-21,Bronx,Public Safety,43
2022-01-21,Bronx,Sanitation,48
2022-01-21,Bronx,Street Condition,85
2022-01-21,Bronx,Traffic,274
2022-01-21,Bronx,Water,87
2022-01-21,Brooklyn,Housing,1197
2022-01-21,Brooklyn,Noise,302
2022-01-21,Brooklyn,Other,433
2022-01-21,Brooklyn,Public Safety,72
2022-01-21,Brooklyn,Sanitation,76
2022-01-21,Brooklyn,Street Condition,157
2022-01-21,Brooklyn,Traffic,669
2022-01-21,Brooklyn,Water,106
2022-01-21,Manhattan,Housing,950
2022-01-21,Manhattan,Noise,365
2022-01-21,Manhattan,Other,273
2022-01-21,Manhattan,Public Safety,120
2022-01-21,Manhattan,Sanitation,50
2022-01-21,Manhattan,Street Condition,113
2022-01-21,Manhattan,Traffic,166
2022-01-21,Manhattan,Water,59
2022-01-21,Queens,Housing,616
2022-01-21,Queens,Noise,241
2022-01-21,Queens,Other,378
2022-01-21,Queens,Public Safety,40
2022-01-21,Queens,Sanitation,66
2022-01-21,Queens,Street Condition,177
2022-01-21,Queens,Traffic,577
2022-01-21,Queens,Water,100
2022-01-21,Staten Island,Housing,39
2022-01-21,Staten Island,Noise,23
2022-01-21,Staten Island,Other,120
2022-01-21,Staten Island,Public Safety,4
2022-01-21,Staten Island,Sanitation,35
2022-01-21,Staten Island,Street Condition,62
2022-01-21,Staten Island,Traffic,40
2022-01-21,Staten Island,Water,41
2022-01-22,Bronx,Housing,1425
2022-01-22,Bronx,Noise,296
2022-01-22,Bronx,Other,75
2022-01-22,Bronx,Public Safety,27
2022-01-22,Bronx,Sanitation,17
2022-01-22,Bronx,Street Condition,48
2022-01-22,Bronx,Traffic,255
2022-01-22,Bronx,Water,59
2022-01-22,Brooklyn,Housing,1036
2022-01-22,Brooklyn,Noise,360
2022-01-22,Brooklyn,Other,354
2022-01-22,Brooklyn,Public Safety,35
2022-01-22,Brooklyn,Sanitation,56
2022-01-22,Brooklyn,Street Condition,95
2022-01-22,Brooklyn,Traffic,531
2022-01-22,Brooklyn,Water,119
2022-01-22,Manhattan,Housing,905
2022-01-22,Manhattan,Noise,554
2022-01-22,Manhattan,Other,203
2022-01-22,Manhattan,Public Safety,125
2022-01-22,Manhattan,Sanitation,48
2022-01-22,Manhattan,Street Condition,59
2022-01-22,Manhattan,Traffic,163
2022-01-22,Manhattan,Water,54
2022-01-22,Queens,Housing,470
2022-01-22,Queens,Noise,341
2022-01-22,Queens,Other,302
2022-01-22,Queens,Public Safety,31
2022-01-22,Queens,Sanitation,45
2022-01-22,Queens,Street Condition,79
2022-01-22,Queens,Traffic,542
2022-01-22,Queens,Water,99
2022-01-22,Staten Island,Housing,42
2022-01-22,Staten Island,Noise,31
2022-01-22,Staten Island,Other,114
2022-01-22,Staten Island,Public Safety,7
2022-01-22,Staten Island,Sanitation,55
2022-01-22,Staten Island,Street Condition,15
2022-01-22,Staten Island,Traffic,58
2022-01-22,Staten Island,Water,31
2022-01-23,Bronx,Housing,835
2022-01-23,Bronx,Noise,379
2022-01-23,Bronx,Other,100
2022-01-23,Bronx,Public Safety,16
2022-01-23,Bronx,Sanitation,53
2022-01-23,Bronx,Street Condition,49
2022-01-23,Bronx,Traffic,333
2022-01-23,Bronx,Water,65
2022-01-23,Brooklyn,Housing,681
2022-01-23,Brooklyn,Noise,377
2022-01-23,Brooklyn,Other,436
2022-01-23,Brooklyn,Public Safety,66
2022-01-23,Brooklyn,Sanitation,110
2022-01-23,Brooklyn,Street Condition,98
2022-01-23,Brooklyn,Traffic,612
2022-01-23,Brooklyn,Water,82
2022-01-23,Manhattan,Housing,549
2022-01-23,Manhattan,Noise,448
2022-01-23,Manhattan,Other,237
2022-01-23,Manhattan,Public Safety,164
2022-01-23,Manhattan,Sanitation,61
2022-01-23,Manhattan,Street Condition,49
2022-01-23,Manhattan,Traffic,148
2022-01-23,Manhattan,Water,61
2022-01-23,Queens,Housing,263
2022-01-23,Queens,Noise,310
2022-01-23,Queens,Other,376
2022-01-23,Queens,Public Safety,24
2022-01-23,Queens,Sanitation,68
2022-01-23,Queens,Street Condition,98
2022-01-23,Queens,Traffic,628
2022-01-23,Queens,Water,94
2022-01-23,Staten Island,Housing,28
2022-01-23,Staten Island,Noise,24
2022-01-23,Staten Island,Other,98
2022-01-23,Staten Island,Public Safety,6
2022-01-23,Staten Island,Sanitation,60
2022-01-23,Staten Island,Street Condition,27
2022-01-23,Staten Island,Traffic,40
2022-01-23,Staten Island,Water,30
2022-01-24,Bronx,Housing,1068
2022-01-24,Bronx,Noise,215
2022-01-24,Bronx,Other,174
2022-01-24,Bronx,Public Safety,30
2022-01-24,Bronx,Sanitation,43
2022-01-24,Bronx,Street Condition,135
2022-01-24,Bronx,Traffic,297
2022-01-24,Bronx,Water,62
2022-01-24,Brooklyn,Housing,752
2022-01-24,Brooklyn,Noise,302
2022-01-24,Brooklyn,Other,594
2022-01-24,Brooklyn,Public Safety,59
2022-01-24,Brooklyn,Sanitation,168
2022-01-24,Brooklyn,Street Condition,168
2022-01-24,Brooklyn,Traffic,635
2022-01-24,Brooklyn,Water,119
2022-01-24,Manhattan,Housing,703
2022-01-24,Manhattan,Noise,318
2022-01-24,Manhattan,Other,369
2022-01-24,Manhattan,Public Safety,146
2022-01-24,Manhattan,Sanitation,93
2022-01-24,Manhattan,Street Condition,112
2022-01-24,Manhattan,Traffic,193
2022-01-24,Manhattan,Water,54
2022-01-24,Queens,Housing,342
2022-01-24,Queens,Noise,213
2022-01-24,Queens,Other,478
2022-01-24,Queens,Public Safety,32
2022-01-24,Queens,Sanitation,90
2022-01-24,Queens,Street Condition,252
2022-01-24,Queens,Traffic,560
2022-01-24,Queens,Water,90
2022-01-24,Staten Island,Housing,60
2022-01-24,Staten Island,Noise,20
2022-01-24,Staten Island,Other,133
2022-01-24,Staten Island,Public Safety,7
2022-01-24,Staten Island,Sanitation,53
2022-01-24,Staten Island,Street Condition,94
2022-01-24,Staten Island,Traffic,46
2022-01-24,Staten Island,Water,34
2022-01-25,Bronx,Housing,924
2022-01-25,Bronx,Noise,225
2022-01-25,Bronx,Other,181
2022-01-25,Bronx,Public Safety,31
2022-01-25,Bronx,Sanitation,64
2022-01-25,Bronx,Street Condition,154
2022-01-25,Bronx,Traffic,307
2022-01-25,Bronx,Water,59
2022-01-25,Brooklyn,Housing,621
2022-01-25,Brooklyn,Noise,279
2022-01-25,Brooklyn,Other,586
2022-01-25,Brooklyn,Public Safety,120
2022-01-25,Brooklyn,Sanitation,180
2022-01-25,Brooklyn,Street Condition,227
2022-01-25,Brooklyn,Traffic,689
2022-01-25,Brooklyn,Water,135
2022-01-25,Manhattan,Housing,504
2022-01-25,Manhattan,Noise,390
2022-01-25,Manhattan,Other,376
2022-01-25,Manhattan,Public Safety,239
2022-01-25,Manhattan,Sanitation,106
2022-01-25,Manhattan,Street Condition,130
2022-01-25,Manhattan,Traffic,206
2022-01-25,Manhattan,Water,48
2022-01-25,Queens,Housing,305
2022-01-25,Queens,Noise,249
2022-01-25,Queens,Other,504
2022-01-25,Queens,Public Safety,38
2022-01-25,Queens,Sanitation,164
2022-01-25,Queens,Street Condition,259
2022-01-25,Queens,Traffic,585
2022-01-25,Queens,Water,95
2022-01-25,Staten Island,Housing,42
2022-01-25,Staten Island,Noise,26
2022-01-25,Staten Island,Other,114
2022-01-25,Staten Island,Public Safety,7
2022-01-25,Staten Island,Sanitation,71
2022-01-25,Staten Island,Street Condition,134
2022-01-25,Staten Island,Traffic,39
2022-01-25,Staten Island,Water,22
2022-01-26,Bronx,Housing,1183
2022-01-26,Bronx,Noise,167
2022-01-26,Bronx,Other,150
2022-01-26,Bronx,Public Safety,23
2022-01-26,Bronx,Sanitation,66
2022-01-26,Bronx,Street Condition,137
2022-01-26,Bronx,Traffic,315
2022-01-26,Bronx,Water,76
2022-01-26,Brooklyn,Housing,897
2022-01-26,Brooklyn,Noise,260
2022-01-26,Brooklyn,Other,534
2022-01-26,Brooklyn,Public Safety,116
2022-01-26,Brooklyn,Sanitation,170
2022-01-26,Brooklyn,Street Condition,182
2022-01-26,Brooklyn,Traffic,679
2022-01-26,Brooklyn,Water,138
2022-01-26,Manhattan,Housing,785
2022-01-26,Manhattan,Noise,320
2022-01-26,Manhattan,Other,362
2022-01-26,Manhattan,Public Safety,273
2022-01-26,Manhattan,Sanitation,60
2022-01-26,Manhattan,Street Condition,114
2022-01-26,Manhattan,Traffic,187
2022-01-26,Manhattan,Water,53
2022-01-26,Queens,Housing,404
2022-01-26,Queens,Noise,212
2022-01-26,Queens,Other,435
2022-01-26,Queens,Public Safety,34
2022-01-26,Queens,Sanitation,130
2022-01-26,Queens,Street Condition,229
2022-01-26,Queens,Traffic,613
2022-01-26,Queens,Water,95
2022-01-26,Staten Island,Housing,55
2022-01-26,Staten Island,Noise,22
2022-01-26,Staten Island,Other,117
2022-01-26,Staten Island,Public Safety,7
2022-01-26,Staten Island,Sanitation,67
2022-01-26,Staten Island,Street Condition,101
2022-01-26,Staten Island,Traffic,51
2022-01-26,Staten Island,Water,37
2022-01-27,Bronx,Housing,1210
2022-01-27,Bronx,Noise,200
2022-01-27,Bronx,Other,160
2022-01-27,Bronx,Public Safety,42
2022-01-27,Bronx,Sanitation,54
2022-01-27,Bronx,Street Condition,110
2022-01-27,Bronx,Traffic,353
2022-01-27,Bronx,Water,105
2022-01-27,Brooklyn,Housing,1006
2022-01-27,Brooklyn,Noise,293
2022-01-27,Brooklyn,Other,440
2022-01-27,Brooklyn,Public Safety,190
2022-01-27,Brooklyn,Sanitation,187
2022-01-27,Brooklyn,Street Condition,198
2022-01-27,Brooklyn,Traffic,711
2022-01-27,Brooklyn,Water,128
2022-01-27,Manhattan,Housing,680
2022-01-27,Manhattan,Noise,362
2022-01-27,Manhattan,Other,388
2022-01-27,Manhattan,Public Safety,102
2022-01-27,Manhattan,Sanitation,78
2022-01-27,Manhattan,Street Condition,107
2022-01-27,Manhattan,Traffic,193
2022-01-27,Manhattan,Water,52
2022-01-27,Queens,Housing,409
2022-01-27,Queens,Noise,146
2022-01-27,Queens,Other,401
2022-01-27,Queens,Public Safety,29
2022-01-27,Queens,Sanitation,139
2022-01-27,Queens,Street Condition,213
2022-01-27,Queens,Traffic,623
2022-01-27,Queens,Water,106
2022-01-27,Staten Island,Housing,60
2022-01-27,Staten Island,Noise,30
2022-01-27,Staten Island,Other,112
2022-01-27,Staten Island,Public Safety,6
2022-01-27,Staten Island,Sanitation,63
2022-01-27,Staten Island,Street Condition,100
2022-01-27,Staten Island,Traffic,62
2022-01-27,Staten Island,Water,47
2022-01-28,Bronx,Housing,896
2022-01-28,Bronx,Noise,416
2022-01-28,Bronx,Other,127
2022-01-28,Bronx,Public Safety,27
2022-01-28,Bronx,Sanitation,54
2022-01-28,Bronx,Street Condition,113
2022-01-28,Bronx,Traffic,307
2022-01-28,Bronx,Water,56
2022-01-28,Brooklyn,Housing,802
2022-01-28,Brooklyn,Noise,301
2022-01-28,Brooklyn,Other,354
2022-01-28,Brooklyn,Public Safety,81
2022-01-28,Brooklyn,Sanitation,131
2022-01-28,Brooklyn,Street Condition,154
2022-01-28,Brooklyn,Traffic,607
2022-01-28,Brooklyn,Water,120
2022-01-28,Manhattan,Housing,500
2022-01-28,Manhattan,Noise,329
2022-01-28,Manhattan,Other,295
2022-01-28,Manhattan,Public Safety,134
2022-01-28,Manhattan,Sanitation,73
2022-01-28,Manhattan,Street Condition,91
2022-01-28,Manhattan,Traffic,176
2022-01-28,Manhattan,Water,30
2022-01-28,Queens,Housing,325
2022-01-28,Queens,Noise,246
2022-01-28,Queens,Other,307
2022-01-28,Queens,Public Safety,38
2022-01-28,Queens,Sanitation,98
2022-01-28,Queens,Street Condition,280
2022-01-28,Queens,Traffic,593
2022-01-28,Queens,Water,69
2022-01-28,Staten Island,Housing,49
2022-01-28,Staten Island,Noise,26
2022-01-28,Staten Island,Other,62
2022-01-28,Staten Island,Public Safety,5
2022-01-28,Staten Island,Sanitation,56
2022-01-28,Staten Island,Street Condition,62
2022-01-28,Staten Island,Traffic,56
2022-01-28,Staten Island,Water,38
2022-01-29,Bronx,Housing,1339
2022-01-29,Bronx,Noise,862
2022-01-29,Bronx,Other,141
2022-01-29,Bronx,Public Safety,15
2022-01-29,Bronx,Sanitation,23
2022-01-29,Bronx,Street Condition,69
2022-01-29,Bronx,Traffic,108
2022-01-29,Bronx,Water,36
2022-01-29,Brooklyn,Housing,1022
2022-01-29,Brooklyn,Noise,254
2022-01-29,Brooklyn,Other,349
2022-01-29,Brooklyn,Public Safety,31
2022-01-29,Brooklyn,Sanitation,22
2022-01-29,Brooklyn,Street Condition,74
2022-01-29,Brooklyn,Traffic,272
2022-01-29,Brooklyn,Water,46
2022-01-29,Manhattan,Housing,675
2022-01-29,Manhattan,Noise,268
2022-01-29,Manhattan,Other,185
2022-01-29,Manhattan,Public Safety,115
2022-01-29,Manhattan,Sanitation,25
2022-01-29,Manhattan,Street Condition,38
2022-01-29,Manhattan,Traffic,40
2022-01-29,Manhattan,Water,25
2022-01-29,Queens,Housing,503
2022-01-29,Queens,Noise,211
2022-01-29,Queens,Other,435
2022-01-29,Queens,Public Safety,24
2022-01-29,Queens,Sanitation,14
2022-01-29,Queens,Street Condition,62
2022-01-29,Queens,Traffic,228
2022-01-29,Queens,Water,36
2022-01-29,Staten Island,Housing,47
2022-01-29,Staten Island,Noise,13
2022-01-29,Staten Island,Other,189
2022-01-29,Staten Island,Public Safety,6
2022-01-29,Staten Island,Sanitation,8
2022-01-29,Staten Island,Street Condition,22
2022-01-29,Staten Island,Traffic,16
2022-01-29,Staten Island,Water,26
2022-01-30,Bronx,Housing,1244
2022-01-30,Bronx,Noise,271
2022-01-30,Bronx,Other,156
2022-01-30,Bronx,Public Safety,15
2022-01-30,Bronx,Sanitation,23
2022-01-30,Bronx,Street Condition,55
2022-01-30,Bronx,Traffic,182
2022-01-30,Bronx,Water,60
2022-01-30,Brooklyn,Housing,1234
2022-01-30,Brooklyn,Noise,364
2022-01-30,Brooklyn,Other,709
2022-01-30,Brooklyn,Public Safety,33
2022-01-30,Brooklyn,Sanitation,43
2022-01-30,Brooklyn,Street Condition,83
2022-01-30,Brooklyn,Traffic,445
2022-01-30,Brooklyn,Water,109
2022-01-30,Manhattan,Housing,849
2022-01-30,Manhattan,Noise,400
2022-01-30,Manhattan,Other,325
2022-01-30,Manhattan,Public Safety,85
2022-01-30,Manhattan,Sanitation,23
2022-01-30,Manhattan,Street Condition,30
2022-01-30,Manhattan,Traffic,94
2022-01-30,Manhattan,Water,45
2022-01-30,Queens,Housing,501
2022-01-30,Queens,Noise,230
2022-01-30,Queens,Other,630
2022-01-30,Queens,Public Safety,25
2022-01-30,Queens,Sanitation,27
2022-01-30,Queens,Street Condition,88
2022-01-30,Queens,Traffic,439
2022-01-30,Queens,Water,92
2022-01-30,Staten Island,Housing,55
2022-01-30,Staten Island,Noise,18
2022-01-30,Staten Island,Other,210
2022-01-30,Staten Island,Public Safety,1
2022-01-30,Staten Island,Sanitation,29
2022-01-30,Staten Island,Street Condition,23
2022-01-30,Staten Island,Traffic,46
2022-01-30,Staten Island,Water,51
2022-01-31,Bronx,Housing,1291
2022-01-31,Bronx,Noise,223
2022-01-31,Bronx,Other,244
2022-01-31,Bronx,Public Safety,24
2022-01-31,Bronx,Sanitation,27
2022-01-31,Bronx,Street Condition,145
2022-01-31,Bronx,Traffic,288
2022-01-31,Bronx,Water,73
2022-01-31,Brooklyn,Housing,1219
2022-01-31,Brooklyn,Noise,255
2022-01-31,Brooklyn,Other,945
2022-01-31,Brooklyn,Public Safety,372
2022-01-31,Brooklyn,Sanitation,62
2022-01-31,Brooklyn,Street Condition,149
2022-01-31,Brooklyn,Traffic,603
2022-01-31,Brooklyn,Water,164
2022-01-31,Manhattan,Housing,785
2022-01-31,Manhattan,Noise,254
2022-01-31,Manhattan,Other,476
2022-01-31,Manhattan,Public Safety,138
2022-01-31,Manhattan,Sanitation,43
2022-01-31,Manhattan,Street Condition,130
2022-01-31,Manhattan,Traffic,129
2022-01-31,Manhattan,Water,81
2022-01-31,Queens,Housing,480
2022-01-31,Queens,Noise,200
2022-01-31,Queens,Other,732
2022-01-31,Queens,Public Safety,31
2022-01-31,Queens,Sanitation,29
2022-01-31,Queens,Street Condition,169
2022-01-31,Queens,Traffic,626
2022-01-31,Queens,Water,112
2022-01-31,Staten Island,Housing,56
2022-01-31,Staten Island,Noise,13
2022-01-31,Staten Island,Other,226
2022-01-31,Staten Island,Public Safety,4
2022-01-31,Staten Island,Sanitation,21
2022-01-31,Staten Island,Street Condition,55
2022-01-31,Staten Island,Traffic,49
2022-01-31,Staten Island,Water,44
2022-02-01,Bronx,Housing,1147
2022-02-01,Bronx,Noise,1126
2022-02-01,Bronx,Other,181
2022-02-01,Bronx,Public Safety,32
2022-02-01,Bronx,Sanitation,24
2022-02-01,Bronx,Street Condition,120
2022-02-01,Bronx,Traffic,286
2022-02-01,Bronx,Water,90
2022-02-01,Brooklyn,Housing,775
2022-02-01,Brooklyn,Noise,287
2022-02-01,Brooklyn,Other,654
2022-02-01,Brooklyn,Public Safety,117
2022-02-01,Brooklyn,Sanitation,489
2022-02-01,Brooklyn,Street Condition,160
2022-02-01,Brooklyn,Traffic,574
2022-02-01,Brooklyn,Water,120
2022-02-01,Manhattan,Housing,660
2022-02-01,Manhattan,Noise,368
2022-02-01,Manhattan,Other,338
2022-02-01,Manhattan,Public Safety,158
2022-02-01,Manhattan,Sanitation,45
2022-02-01,Manhattan,Street Condition,113
2022-02-01,Manhattan,Traffic,138
2022-02-01,Manhattan,Water,64
2022-02-01,Queens,Housing,384
2022-02-01,Queens,Noise,204
2022-02-01,Queens,Other,585
2022-02-01,Queens,Public Safety,23
2022-02-01,Queens,Sanitation,35
2022-02-01,Queens,Street Condition,192
2022-02-01,Queens,Traffic,555
2022-02-01,Queens,Water,118
2022-02-01,Staten Island,Housing,40
2022-02-01,Staten Island,Noise,28
2022-02-01,Staten Island,Other,173
2022-02-01,Staten Island,Public Safety,9
2022-02-01,Staten Island,Sanitation,34
2022-02-01,Staten Island,Street Condition,85
2022-02-01,Staten Island,Traffic,64
2022-02-01,Staten Island,Water,32
2022-02-02,Bronx,Housing,793
2022-02-02,Bronx,Noise,209
2022-02-02,Bronx,Other,165
2022-02-02,Bronx,Public Safety,27
2022-02-02,Bronx,Sanitation,35
2022-02-02,Bronx,Street Condition,128
2022-02-02,Bronx,Traffic,284
2022-02-02,Bronx,Water,73
2022-02-02,Brooklyn,Housing,642
2022-02-02,Brooklyn,Noise,245
2022-02-02,Brooklyn,Other,540
2022-02-02,Brooklyn,Public Safety,60
2022-02-02,Brooklyn,Sanitation,529
2022-02-02,Brooklyn,Street Condition,204
2022-02-02,Brooklyn,Traffic,672
2022-02-02,Brooklyn,Water,133
2022-02-02,Manhattan,Housing,462
2022-02-02,Manhattan,Noise,344
2022-02-02,Manhattan,Other,343
2022-02-02,Manhattan,Public Safety,167
2022-02-02,Manhattan,Sanitation,63
2022-02-02,Manhattan,Street Condition,130
2022-02-02,Manhattan,Traffic,220
2022-02-02,Manhattan,Water,55
2022-02-02,Queens,Housing,272
2022-02-02,Queens,Noise,153
2022-02-02,Queens,Other,465
2022-02-02,Queens,Public Safety,32
2022-02-02,Queens,Sanitation,61
2022-02-02,Queens,Street Condition,240
2022-02-02,Queens,Traffic,634
2022-02-02,Queens,Water,84
2022-02-02,Staten Island,Housing,37
2022-02-02,Staten Island,Noise,22
